area,area_title,year,post,event_time,total_emp,wage_emp,wage_bill,n_occ_cells,n_wage_cells,bartik_exposure,base_total_emp,n_base_occs,avg_wage,log_emp,log_wage,log_wbill,z_bartik_post,balanced
11700,"Asheville, NC",2019,0,-3,177270.0,176920.0,7598555800.0,355,351,0.2883132457225861,693430.0,462,42949.10581053584,12.08542927300783,10.667771107883356,22.75122403986562,0.0,1
11700,"Asheville, NC",2020,0,-2,158510.0,158240.0,6946965000.0,351,347,0.2883132457225861,693430.0,462,43901.447168857434,11.973572961791938,10.689702563641962,22.661570710498502,0.0,1
11700,"Asheville, NC",2021,0,-1,175010.0,174860.0,8257590600.0,407,405,0.2883132457225861,693430.0,462,47224.011208967175,12.072598394130203,10.762657754277924,22.834398687012808,0.0,1
11700,"Asheville, NC",2022,0,0,182640.0,181270.0,8963893900.0,400,394,0.2883132457225861,693430.0,462,49450.50973685662,12.115272281203676,10.808727645124254,22.916470556581217,0.0,1
11700,"Asheville, NC",2023,1,1,187980.0,187210.0,9923584200.0,404,401,0.2883132457225861,693430.0,462,53007.76774744939,12.144090853174292,10.878193743067834,23.01818000347015,0.2883132457225861,1
11700,"Asheville, NC",2024,1,2,172810.0,172660.0,9734724300.0,397,395,0.2883132457225861,693430.0,462,56380.889030464496,12.059948004048037,10.939885533086962,22.998965154876476,0.2883132457225861,1
12020,"Athens-Clarke County, GA",2019,0,-3,68890.0,68480.0,2862540200.0,232,227,0.30640305278006635,275640.0,331,41801.11273364486,11.140266308587242,10.640678238580657,21.77497524939628,0.0,1
12020,"Athens-Clarke County, GA",2020,0,-2,63390.0,62950.0,2702719800.0,225,221,0.30640305278006635,275640.0,331,42934.389197776014,11.057061399278211,10.667428396797776,21.71752443627027,0.0,1
12020,"Athens-Clarke County, GA",2021,0,-1,69920.0,69150.0,3175292900.0,274,270,0.30640305278006635,275640.0,331,45918.91395516992,11.155107010329417,10.734632379911714,21.87866571700462,0.0,1
12020,"Athens-Clarke County, GA",2022,0,0,73440.0,73060.0,3630068700.0,284,281,0.30640305278006635,275640.0,331,49686.130577607444,11.204224025294373,10.813481110314644,22.012517410663918,0.0,1
12020,"Athens-Clarke County, GA",2023,1,1,74500.0,74040.0,3691975200.0,276,273,0.30640305278006635,275640.0,331,49864.602917341974,11.218554404367652,10.817066669650586,22.029427436338022,0.30640305278006635,1
12020,"Athens-Clarke County, GA",2024,1,2,78630.0,78220.0,4109336500.0,284,280,0.30640305278006635,275640.0,331,52535.62388136027,11.272508584985562,10.869246768589818,22.136527416899323,0.30640305278006635,1
12060,"Atlanta-Sandy Springs-Roswell, GA",2019,0,-3,2474130.0,2465630.0,129286079900.0,563,553,0.3310670662552798,9801570.0,682,52435.31263814928,14.72139937703748,10.86733554864511,25.585293459542825,0.0,1
12060,"Atlanta-Sandy Springs-Roswell, GA",2020,0,-2,2345010.0,2338070.0,128045220600.0,561,556,0.3310670662552798,9801570.0,682,54765.34945489228,14.667800224245749,10.91081296372703,25.575649324412744,0.0,1
12060,"Atlanta-Sandy Springs-Roswell, GA",2021,0,-1,2409560.0,2407460.0,140501376300.0,616,609,0.3310670662552798,9801570.0,682,58360.83519560034,14.694954716184322,10.974400313630966,25.66848312140177,0.0,1
12060,"Atlanta-Sandy Springs-Roswell, GA",2022,0,0,2572870.0,2556580.0,160817201800.0,636,621,0.3310670662552798,9801570.0,682,62903.254269375495,14.760532565308104,11.049353178542189,25.803534164337872,0.0,1
12060,"Atlanta-Sandy Springs-Roswell, GA",2023,1,1,2661990.0,2652190.0,177212728800.0,638,625,0.3310670662552798,9801570.0,682,66817.50885117582,14.794584521356134,11.109720433730828,25.900616705494638,0.3310670662552798,1
12060,"Atlanta-Sandy Springs-Roswell, GA",2024,1,2,2698790.0,2665010.0,182240864500.0,625,615,0.3310670662552798,9801570.0,682,68382.8070063527,14.808314082378017,11.132876712458287,25.928595080378546,0.3310670662552798,1
12100,"Atlantic City-Hammonton, NJ",2019,0,-3,115550.0,114800.0,5306012200.0,273,260,0.2832851430019598,429470.0,372,46219.61846689895,11.657458615702527,10.741159629075542,22.392106391943145,0.0,1
12100,"Atlantic City-Hammonton, NJ",2020,0,-2,94880.0,91740.0,4610917000.0,261,243,0.2832851430019598,429470.0,372,50260.70416394158,11.460368214231552,10.824978821424061,22.251692589575224,0.0,1
12100,"Atlantic City-Hammonton, NJ",2021,0,-1,105650.0,105310.0,5551086800.0,312,306,0.2832851430019598,429470.0,372,52711.867818820625,11.567887023044202,10.872595904979732,22.437259565354374,0.0,1
12100,"Atlantic City-Hammonton, NJ",2022,0,0,113390.0,113310.0,6341315400.0,312,311,0.2832851430019598,429470.0,372,55964.30500397141,11.638588482965886,10.932469355841388,22.570352060216,0.0,1
12100,"Atlantic City-Hammonton, NJ",2023,1,1,115950.0,115730.0,6841436600.0,329,327,0.2832851430019598,429470.0,372,59115.498142227596,11.660914342683677,10.98724840492546,22.646263575767584,0.2832851430019598,1
12100,"Atlantic City-Hammonton, NJ",2024,1,2,155960.0,155530.0,9391969800.0,363,360,0.2832851430019598,429470.0,372,60386.86941426092,11.957354843096534,11.008526966485821,22.963120884524425,0.2832851430019598,1
12220,"Auburn-Opelika, AL",2019,0,-3,44550.0,44420.0,1691813600.0,169,167,0.28540680961796855,190520.0,267,38086.753714542996,10.704367432898955,10.547621829128728,21.249066926577147,0.0,1
12220,"Auburn-Opelika, AL",2020,0,-2,43130.0,43040.0,1716652200.0,173,172,0.28540680961796855,190520.0,267,39885.04182156134,10.671974089641889,10.593756640898306,21.26364183573397,0.0,1
12220,"Auburn-Opelika, AL",2021,0,-1,50710.0,50650.0,2221577800.0,233,232,0.28540680961796855,190520.0,267,43861.358341559724,10.833878408789065,10.688788991432123,21.521483501108953,0.0,1
12220,"Auburn-Opelika, AL",2022,0,0,52130.0,52090.0,2420843200.0,229,228,0.28540680961796855,190520.0,267,46474.24073718564,10.861495877762152,10.746653475440285,21.607381746179524,0.0,1
12220,"Auburn-Opelika, AL",2023,1,1,54170.0,53930.0,2644928200.0,230,228,0.28540680961796855,190520.0,267,49043.72705358799,10.899882528651945,10.800467567999299,21.695909756330572,0.28540680961796855,1
12220,"Auburn-Opelika, AL",2024,1,2,59500.0,58690.0,2892893100.0,247,242,0.28540680961796855,190520.0,267,49291.073436701314,10.993731591533722,10.805498277443649,21.78552291099603,0.28540680961796855,1
12260,"Augusta-Richmond County, GA-SC",2019,0,-3,193970.0,192200.0,8531459700.0,359,353,0.29626106630329857,788150.0,474,44388.447970863686,12.175458786912337,10.700734533731007,22.867026309249336,0.0,1
12260,"Augusta-Richmond County, GA-SC",2020,0,-2,187750.0,186140.0,8658135600.0,349,342,0.29626106630329857,788150.0,474,46514.10551198023,12.142866569626381,10.747510889919516,22.881765247659217,0.0,1
12260,"Augusta-Richmond County, GA-SC",2021,0,-1,201550.0,199620.0,9631088900.0,411,407,0.29626106630329857,788150.0,474,48247.1140166316,12.213792768545312,10.78409129185145,22.98826213009203,0.0,1
12260,"Augusta-Richmond County, GA-SC",2022,0,0,204880.0,204550.0,10571583300.0,416,411,0.29626106630329857,788150.0,474,51682.14764116353,12.230179720873407,10.852867694117098,23.08143541747464,0.0,1
12260,"Augusta-Richmond County, GA-SC",2023,1,1,208040.0,207630.0,11297424600.0,422,417,0.29626106630329857,788150.0,474,54411.3307325531,12.245485647887008,10.904327696680488,23.147840625184507,0.29626106630329857,1
12260,"Augusta-Richmond County, GA-SC",2024,1,2,208960.0,207790.0,11949260700.0,412,409,0.29626106630329857,788150.0,474,57506.428124548824,12.249898125070203,10.959652014007432,23.203935247301356,0.29626106630329857,1
12580,"Baltimore-Columbia-Towson, MD",2019,0,-3,1247260.0,1245160.0,71970959800.0,538,532,0.33330160627400457,4809140.0,665,57800.57165344213,14.036459703329948,10.964753944809521,24.999528538489468,0.0,1
12580,"Baltimore-Columbia-Towson, MD",2020,0,-2,1148360.0,1145380.0,69338663500.0,540,533,0.33330160627400457,4809140.0,665,60537.693603869455,13.953845395553117,11.011021484788047,24.96226850242855,0.0,1
12580,"Baltimore-Columbia-Towson, MD",2021,0,-1,1190400.0,1188170.0,76196901500.0,611,604,0.33330160627400457,4809140.0,665,64129.62917764293,13.989799943060964,11.068661769772268,25.056586636082603,0.0,1
12580,"Baltimore-Columbia-Towson, MD",2022,0,0,1223120.0,1218780.0,82530303900.0,603,588,0.33330160627400457,4809140.0,665,67715.50558755477,14.016915529234495,11.123070466465714,25.13643138284157,0.0,1
12580,"Baltimore-Columbia-Towson, MD",2023,1,1,1235430.0,1229540.0,87954502100.0,610,597,0.33330160627400457,4809140.0,665,71534.47801616865,14.026929645581925,11.177934822472556,25.20008549613196,0.33330160627400457,1
12580,"Baltimore-Columbia-Towson, MD",2024,1,2,1258020.0,1256180.0,93646465400.0,585,577,0.33330160627400457,4809140.0,665,74548.60402171663,14.04504961436734,11.219206594621406,25.2627925224654,0.33330160627400457,1
12940,"Baton Rouge, LA",2019,0,-3,339180.0,337630.0,15285424700.0,414,404,0.2900669189601139,1342820.0,546,45272.708882504514,12.734286218897392,10.720459676998598,23.450165577313737,0.0,1
12940,"Baton Rouge, LA",2020,0,-2,316500.0,315220.0,15234037900.0,402,395,0.2900669189601139,1342820.0,546,48328.27200050758,12.665078520566368,10.785772010020493,23.446798096750022,0.0,1
12940,"Baton Rouge, LA",2021,0,-1,334030.0,331870.0,17127612900.0,445,439,0.2900669189601139,1342820.0,546,51609.40398348751,12.718986088284511,10.851459182606558,23.563957787558035,0.0,1
12940,"Baton Rouge, LA",2022,0,0,353110.0,351890.0,19121909000.0,445,437,0.2900669189601139,1342820.0,546,54340.58654693228,12.774534902104525,10.903026676939977,23.67410058268191,0.0,1
12940,"Baton Rouge, LA",2023,1,1,356560.0,354840.0,20259391900.0,449,441,0.2900669189601139,1342820.0,546,57094.44228384624,12.784257807620438,10.95246205787447,23.731884320508993,0.2900669189601139,1
